Run_./2018-02-16/otu_table.biom-0/0 Run_./2018-02-16/otu_table.biom-0/1 Run_./2018-02-16/otu_table.biom-0/2 Run_./2022-07-08/ITS/ASV_Table.biom-1/0 Run_./2022-02-18/beuty5958.biom-2/0 Run_./2022-02-18/beuty5958.biom-2/1 Run_./2022-04-19/beuty6409.biom-3/0 Run_./2022-04-19/ITS/ASV_Table.biom-4/0 Run_./2022-07-11/beuty6948.biom-5/0 Run_./2022-08-19/ASV_Table.biom-6/0 Run_./2022-08-19/ITS/ASV_Table.biom-7/0 Run_./2018-03-09/otu_table.biom-8/0 Run_./2018-03-09/otu_table.biom-8/1 Run_./2018-03-09/otu_table.biom-8/2 Run_./2018-03-09/otu_table.biom-8/3 key_0 key_1 key_2 key_3 key_4 key_5 key_6
0 0 0 0 0 0 0 0 0 0 0 0 0 0 70 seq399 X__./2018-03-09/otu_table.biom_seq399 X__./2018-03-09/otu_table.biom_seq399 X__./2018-03-09/otu_table.biom_seq399 X__./2018-03-09/otu_table.biom_seq399 X__./2018-03-09/otu_table.biom_seq399 X__./2018-03-09/otu_table.biom_seq399
0 0 0 0 0 0 0 0 0 0 0 0 0 0 70 seq400 X__./2018-03-09/otu_table.biom_seq400 X__./2018-03-09/otu_table.biom_seq400 X__./2018-03-09/otu_table.biom_seq400 X__./2018-03-09/otu_table.biom_seq400 X__./2018-03-09/otu_table.biom_seq400 X__./2018-03-09/otu_table.biom_seq400
0 0 0 0 0 0 0 0 0 0 0 0 0 0 70 k__Bacteria p__Actinobacteria c__Actinobacteria o__Corynebacteriales f__Nocardiaceae g__Rhodococcus s__phenolicus-zopfii
0 0 0 0 0 0 0 0 0 0 0 0 0 0 70 k__Bacteria p__Proteobacteria c__Gammaproteobacteria o__Xanthomonadales f__Xanthomonadaceae g__Dokdonella s__fugitiva
0 0 0 0 0 0 0 0 0 0 0 0 0 0 70 seq403 X__./2018-03-09/otu_table.biom_seq403 X__./2018-03-09/otu_table.biom_seq403 X__./2018-03-09/otu_table.biom_seq403 X__./2018-03-09/otu_table.biom_seq403 X__./2018-03-09/otu_table.biom_seq403 X__./2018-03-09/otu_table.biom_seq403
0 0 0 0 0 0 0 0 0 0 0 0 0 0 70 seq404 X__./2018-03-09/otu_table.biom_seq404 X__./2018-03-09/otu_table.biom_seq404 X__./2018-03-09/otu_table.biom_seq404 X__./2018-03-09/otu_table.biom_seq404 X__./2018-03-09/otu_table.biom_seq404 X__./2018-03-09/otu_table.biom_seq404
0 0 0 0 0 0 0 0 0 0 0 0 70 0 0 k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Clostridiaceae_1 g__Sarcina s__ventriculi
0 0 0 0 0 0 0 0 0 0 0 0 0 0 70 seq406 X__./2018-03-09/otu_table.biom_seq406 X__./2018-03-09/otu_table.biom_seq406 X__./2018-03-09/otu_table.biom_seq406 X__./2018-03-09/otu_table.biom_seq406 X__./2018-03-09/otu_table.biom_seq406 X__./2018-03-09/otu_table.biom_seq406
0 0 0 0 0 0 0 0 0 0 0 0 0 0 69 seq407 X__./2018-03-09/otu_table.biom_seq407 X__./2018-03-09/otu_table.biom_seq407 X__./2018-03-09/otu_table.biom_seq407 X__./2018-03-09/otu_table.biom_seq407 X__./2018-03-09/otu_table.biom_seq407 X__./2018-03-09/otu_table.biom_seq407
0 0 0 0 0 0 0 0 0 0 0 0 0 0 69 seq408 X__./2018-03-09/otu_table.biom_seq408 X__./2018-03-09/otu_table.biom_seq408 X__./2018-03-09/otu_table.biom_seq408 X__./2018-03-09/otu_table.biom_seq408 X__./2018-03-09/otu_table.biom_seq408 X__./2018-03-09/otu_table.biom_seq408
0 0 0 0 0 0 0 0 0 0 0 0 0 0 69 seq409 X__./2018-03-09/otu_table.biom_seq409 X__./2018-03-09/otu_table.biom_seq409 X__./2018-03-09/otu_table.biom_seq409 X__./2018-03-09/otu_table.biom_seq409 X__./2018-03-09/otu_table.biom_seq409 X__./2018-03-09/otu_table.biom_seq409
0 0 0 0 0 0 0 0 0 0 0 0 0 0 69 k__Bacteria p__Proteobacteria c__Gammaproteobacteria o__Xanthomonadales f__Xanthomonadaceae g__Lysobacter s__dokdonensis
0 0 0 0 0 0 0 0 0 0 0 0 0 0 69 seq411 X__./2018-03-09/otu_table.biom_seq411 X__./2018-03-09/otu_table.biom_seq411 X__./2018-03-09/otu_table.biom_seq411 X__./2018-03-09/otu_table.biom_seq411 X__./2018-03-09/otu_table.biom_seq411 X__./2018-03-09/otu_table.biom_seq411
0 0 0 0 0 0 0 0 0 0 0 0 0 0 68 seq413 X__./2018-03-09/otu_table.biom_seq413 X__./2018-03-09/otu_table.biom_seq413 X__./2018-03-09/otu_table.biom_seq413 X__./2018-03-09/otu_table.biom_seq413 X__./2018-03-09/otu_table.biom_seq413 X__./2018-03-09/otu_table.biom_seq413
0 0 0 0 0 0 0 0 0 0 0 0 0 0 68 k__Bacteria p__Proteobacteria c__Alphaproteobacteria o__Rhodospirillales f__Rhodospirillales_Incertae_Sedis g__Reyranella s__massiliensis
0 0 0 0 0 0 0 0 0 0 0 0 0 0 68 seq416 X__./2018-03-09/otu_table.biom_seq416 X__./2018-03-09/otu_table.biom_seq416 X__./2018-03-09/otu_table.biom_seq416 X__./2018-03-09/otu_table.biom_seq416 X__./2018-03-09/otu_table.biom_seq416 X__./2018-03-09/otu_table.biom_seq416
0 0 0 0 0 0 0 0 0 0 0 0 0 0 68 seq417 X__./2018-03-09/otu_table.biom_seq417 X__./2018-03-09/otu_table.biom_seq417 X__./2018-03-09/otu_table.biom_seq417 X__./2018-03-09/otu_table.biom_seq417 X__./2018-03-09/otu_table.biom_seq417 X__./2018-03-09/otu_table.biom_seq417
0 0 0 0 0 0 0 0 0 0 0 0 0 0 68 seq418 X__./2018-03-09/otu_table.biom_seq418 X__./2018-03-09/otu_table.biom_seq418 X__./2018-03-09/otu_table.biom_seq418 X__./2018-03-09/otu_table.biom_seq418 X__./2018-03-09/otu_table.biom_seq418 X__./2018-03-09/otu_table.biom_seq418
0 0 0 0 0 0 0 0 0 0 0 0 0 0 67 seq419 X__./2018-03-09/otu_table.biom_seq419 X__./2018-03-09/otu_table.biom_seq419 X__./2018-03-09/otu_table.biom_seq419 X__./2018-03-09/otu_table.biom_seq419 X__./2018-03-09/otu_table.biom_seq419 X__./2018-03-09/otu_table.biom_seq419
0 0 0 0 0 0 0 0 0 0 0 0 0 0 67 seq420 X__./2018-03-09/otu_table.biom_seq420 X__./2018-03-09/otu_table.biom_seq420 X__./2018-03-09/otu_table.biom_seq420 X__./2018-03-09/otu_table.biom_seq420 X__./2018-03-09/otu_table.biom_seq420 X__./2018-03-09/otu_table.biom_seq420
0 0 0 0 0 0 0 0 0 0 0 0 0 0 67 seq421 X__./2018-03-09/otu_table.biom_seq421 X__./2018-03-09/otu_table.biom_seq421 X__./2018-03-09/otu_table.biom_seq421 X__./2018-03-09/otu_table.biom_seq421 X__./2018-03-09/otu_table.biom_seq421 X__./2018-03-09/otu_table.biom_seq421
0 0 0 0 0 0 0 0 0 0 0 0 0 0 67 seq422 X__./2018-03-09/otu_table.biom_seq422 X__./2018-03-09/otu_table.biom_seq422 X__./2018-03-09/otu_table.biom_seq422 X__./2018-03-09/otu_table.biom_seq422 X__./2018-03-09/otu_table.biom_seq422 X__./2018-03-09/otu_table.biom_seq422
0 0 0 0 0 0 0 0 0 0 0 0 0 0 67 k__Bacteria p__Proteobacteria c__Alphaproteobacteria o__Rhizobiales f__Hyphomicrobiaceae g__Rhodomicrobium s__vannielii
0 0 0 0 0 0 0 0 0 0 0 0 0 0 66 seq424 X__./2018-03-09/otu_table.biom_seq424 X__./2018-03-09/otu_table.biom_seq424 X__./2018-03-09/otu_table.biom_seq424 X__./2018-03-09/otu_table.biom_seq424 X__./2018-03-09/otu_table.biom_seq424 X__./2018-03-09/otu_table.biom_seq424
0 0 0 0 0 0 0 0 0 0 0 0 0 0 66 seq426 X__./2018-03-09/otu_table.biom_seq426 X__./2018-03-09/otu_table.biom_seq426 X__./2018-03-09/otu_table.biom_seq426 X__./2018-03-09/otu_table.biom_seq426 X__./2018-03-09/otu_table.biom_seq426 X__./2018-03-09/otu_table.biom_seq426
0 0 0 0 0 0 0 0 0 0 0 0 0 0 66 seq427 X__./2018-03-09/otu_table.biom_seq427 X__./2018-03-09/otu_table.biom_seq427 X__./2018-03-09/otu_table.biom_seq427 X__./2018-03-09/otu_table.biom_seq427 X__./2018-03-09/otu_table.biom_seq427 X__./2018-03-09/otu_table.biom_seq427
0 0 0 0 0 0 0 0 0 0 0 0 0 0 66 seq428 X__./2018-03-09/otu_table.biom_seq428 X__./2018-03-09/otu_table.biom_seq428 X__./2018-03-09/otu_table.biom_seq428 X__./2018-03-09/otu_table.biom_seq428 X__./2018-03-09/otu_table.biom_seq428 X__./2018-03-09/otu_table.biom_seq428
0 0 0 0 0 0 0 0 0 0 0 0 0 0 66 seq429 X__./2018-03-09/otu_table.biom_seq429 X__./2018-03-09/otu_table.biom_seq429 X__./2018-03-09/otu_table.biom_seq429 X__./2018-03-09/otu_table.biom_seq429 X__./2018-03-09/otu_table.biom_seq429 X__./2018-03-09/otu_table.biom_seq429
0 0 0 0 0 0 0 0 0 0 0 0 0 0 66 seq430 X__./2018-03-09/otu_table.biom_seq430 X__./2018-03-09/otu_table.biom_seq430 X__./2018-03-09/otu_table.biom_seq430 X__./2018-03-09/otu_table.biom_seq430 X__./2018-03-09/otu_table.biom_seq430 X__./2018-03-09/otu_table.biom_seq430
0 0 0 0 0 0 0 0 0 0 0 0 0 0 66 seq431 X__./2018-03-09/otu_table.biom_seq431 X__./2018-03-09/otu_table.biom_seq431 X__./2018-03-09/otu_table.biom_seq431 X__./2018-03-09/otu_table.biom_seq431 X__./2018-03-09/otu_table.biom_seq431 X__./2018-03-09/otu_table.biom_seq431
0 0 0 0 0 0 0 0 0 0 0 0 0 0 66 seq432 X__./2018-03-09/otu_table.biom_seq432 X__./2018-03-09/otu_table.biom_seq432 X__./2018-03-09/otu_table.biom_seq432 X__./2018-03-09/otu_table.biom_seq432 X__./2018-03-09/otu_table.biom_seq432 X__./2018-03-09/otu_table.biom_seq432
0 0 0 0 0 0 0 0 0 0 0 0 0 0 66 seq433 X__./2018-03-09/otu_table.biom_seq433 X__./2018-03-09/otu_table.biom_seq433 X__./2018-03-09/otu_table.biom_seq433 X__./2018-03-09/otu_table.biom_seq433 X__./2018-03-09/otu_table.biom_seq433 X__./2018-03-09/otu_table.biom_seq433
0 0 0 0 0 0 0 0 0 0 0 0 0 0 66 seq434 X__./2018-03-09/otu_table.biom_seq434 X__./2018-03-09/otu_table.biom_seq434 X__./2018-03-09/otu_table.biom_seq434 X__./2018-03-09/otu_table.biom_seq434 X__./2018-03-09/otu_table.biom_seq434 X__./2018-03-09/otu_table.biom_seq434
0 0 0 0 0 0 0 0 0 0 0 0 0 0 66 seq435 X__./2018-03-09/otu_table.biom_seq435 X__./2018-03-09/otu_table.biom_seq435 X__./2018-03-09/otu_table.biom_seq435 X__./2018-03-09/otu_table.biom_seq435 X__./2018-03-09/otu_table.biom_seq435 X__./2018-03-09/otu_table.biom_seq435
0 0 0 0 0 0 0 0 0 0 0 0 0 0 66 k__Bacteria p__Actinobacteria c__Actinobacteria o__Micromonosporales f__Micromonosporaceae g__Catellatospora s__chokoriensis-citrea-coxensis
0 0 0 0 0 0 0 0 0 0 0 0 0 0 66 seq437 X__./2018-03-09/otu_table.biom_seq437 X__./2018-03-09/otu_table.biom_seq437 X__./2018-03-09/otu_table.biom_seq437 X__./2018-03-09/otu_table.biom_seq437 X__./2018-03-09/otu_table.biom_seq437 X__./2018-03-09/otu_table.biom_seq437
0 0 0 0 0 0 0 0 0 0 0 0 0 0 65 seq438 X__./2018-03-09/otu_table.biom_seq438 X__./2018-03-09/otu_table.biom_seq438 X__./2018-03-09/otu_table.biom_seq438 X__./2018-03-09/otu_table.biom_seq438 X__./2018-03-09/otu_table.biom_seq438 X__./2018-03-09/otu_table.biom_seq438
0 0 0 0 0 0 0 0 0 0 0 0 0 0 65 seq439 X__./2018-03-09/otu_table.biom_seq439 X__./2018-03-09/otu_table.biom_seq439 X__./2018-03-09/otu_table.biom_seq439 X__./2018-03-09/otu_table.biom_seq439 X__./2018-03-09/otu_table.biom_seq439 X__./2018-03-09/otu_table.biom_seq439
0 0 0 0 0 0 0 0 0 0 0 0 0 0 65 k__Bacteria p__Actinobacteria c__Actinobacteria o__Propionibacteriales f__Nocardioidaceae g__Marmoricola s__korecus
0 0 0 0 0 0 0 0 0 0 0 0 0 0 65 seq441 X__./2018-03-09/otu_table.biom_seq441 X__./2018-03-09/otu_table.biom_seq441 X__./2018-03-09/otu_table.biom_seq441 X__./2018-03-09/otu_table.biom_seq441 X__./2018-03-09/otu_table.biom_seq441 X__./2018-03-09/otu_table.biom_seq441
0 0 0 0 0 0 0 0 0 0 0 0 0 0 65 seq443 X__./2018-03-09/otu_table.biom_seq443 X__./2018-03-09/otu_table.biom_seq443 X__./2018-03-09/otu_table.biom_seq443 X__./2018-03-09/otu_table.biom_seq443 X__./2018-03-09/otu_table.biom_seq443 X__./2018-03-09/otu_table.biom_seq443
0 0 0 0 0 0 0 0 0 0 0 0 0 0 65 seq444 X__./2018-03-09/otu_table.biom_seq444 X__./2018-03-09/otu_table.biom_seq444 X__./2018-03-09/otu_table.biom_seq444 X__./2018-03-09/otu_table.biom_seq444 X__./2018-03-09/otu_table.biom_seq444 X__./2018-03-09/otu_table.biom_seq444
0 0 0 0 0 0 0 0 0 0 0 0 0 0 65 seq445 X__./2018-03-09/otu_table.biom_seq445 X__./2018-03-09/otu_table.biom_seq445 X__./2018-03-09/otu_table.biom_seq445 X__./2018-03-09/otu_table.biom_seq445 X__./2018-03-09/otu_table.biom_seq445 X__./2018-03-09/otu_table.biom_seq445
0 0 0 0 0 0 0 0 0 0 0 0 0 0 65 seq446 X__./2018-03-09/otu_table.biom_seq446 X__./2018-03-09/otu_table.biom_seq446 X__./2018-03-09/otu_table.biom_seq446 X__./2018-03-09/otu_table.biom_seq446 X__./2018-03-09/otu_table.biom_seq446 X__./2018-03-09/otu_table.biom_seq446
0 0 0 0 0 0 0 0 0 0 0 0 0 0 64 seq447 X__./2018-03-09/otu_table.biom_seq447 X__./2018-03-09/otu_table.biom_seq447 X__./2018-03-09/otu_table.biom_seq447 X__./2018-03-09/otu_table.biom_seq447 X__./2018-03-09/otu_table.biom_seq447 X__./2018-03-09/otu_table.biom_seq447
0 0 0 0 0 0 0 0 0 0 0 0 0 0 64 seq448 X__./2018-03-09/otu_table.biom_seq448 X__./2018-03-09/otu_table.biom_seq448 X__./2018-03-09/otu_table.biom_seq448 X__./2018-03-09/otu_table.biom_seq448 X__./2018-03-09/otu_table.biom_seq448 X__./2018-03-09/otu_table.biom_seq448
0 0 0 0 0 0 0 0 0 0 0 0 0 0 64 seq449 X__./2018-03-09/otu_table.biom_seq449 X__./2018-03-09/otu_table.biom_seq449 X__./2018-03-09/otu_table.biom_seq449 X__./2018-03-09/otu_table.biom_seq449 X__./2018-03-09/otu_table.biom_seq449 X__./2018-03-09/otu_table.biom_seq449
0 0 0 0 0 0 0 0 0 0 0 0 0 0 64 seq450 X__./2018-03-09/otu_table.biom_seq450 X__./2018-03-09/otu_table.biom_seq450 X__./2018-03-09/otu_table.biom_seq450 X__./2018-03-09/otu_table.biom_seq450 X__./2018-03-09/otu_table.biom_seq450 X__./2018-03-09/otu_table.biom_seq450
0 0 0 0 0 0 0 0 0 0 0 0 0 0 64 seq451 X__./2018-03-09/otu_table.biom_seq451 X__./2018-03-09/otu_table.biom_seq451 X__./2018-03-09/otu_table.biom_seq451 X__./2018-03-09/otu_table.biom_seq451 X__./2018-03-09/otu_table.biom_seq451 X__./2018-03-09/otu_table.biom_seq451
0 0 0 0 0 0 0 0 0 0 0 0 0 0 64 seq452 X__./2018-03-09/otu_table.biom_seq452 X__./2018-03-09/otu_table.biom_seq452 X__./2018-03-09/otu_table.biom_seq452 X__./2018-03-09/otu_table.biom_seq452 X__./2018-03-09/otu_table.biom_seq452 X__./2018-03-09/otu_table.biom_seq452
0 0 0 0 0 0 0 0 0 0 0 0 0 0 64 seq453 X__./2018-03-09/otu_table.biom_seq453 X__./2018-03-09/otu_table.biom_seq453 X__./2018-03-09/otu_table.biom_seq453 X__./2018-03-09/otu_table.biom_seq453 X__./2018-03-09/otu_table.biom_seq453 X__./2018-03-09/otu_table.biom_seq453
0 0 0 0 0 0 0 0 0 0 0 0 0 0 64 k__Bacteria p__Proteobacteria c__Alphaproteobacteria o__Rhodospirillales f__Rhodospirillales_Incertae_Sedis g__Reyranella s__soli
0 0 0 0 0 0 0 0 0 0 0 0 0 0 64 seq455 X__./2018-03-09/otu_table.biom_seq455 X__./2018-03-09/otu_table.biom_seq455 X__./2018-03-09/otu_table.biom_seq455 X__./2018-03-09/otu_table.biom_seq455 X__./2018-03-09/otu_table.biom_seq455 X__./2018-03-09/otu_table.biom_seq455
0 0 0 0 0 0 0 0 0 0 0 0 0 0 64 seq456 X__./2018-03-09/otu_table.biom_seq456 X__./2018-03-09/otu_table.biom_seq456 X__./2018-03-09/otu_table.biom_seq456 X__./2018-03-09/otu_table.biom_seq456 X__./2018-03-09/otu_table.biom_seq456 X__./2018-03-09/otu_table.biom_seq456
0 0 0 0 0 0 0 0 0 0 0 0 0 0 63 seq457 X__./2018-03-09/otu_table.biom_seq457 X__./2018-03-09/otu_table.biom_seq457 X__./2018-03-09/otu_table.biom_seq457 X__./2018-03-09/otu_table.biom_seq457 X__./2018-03-09/otu_table.biom_seq457 X__./2018-03-09/otu_table.biom_seq457
0 0 0 0 0 0 0 0 0 0 0 0 0 0 95 k__Bacteria p__Firmicutes c__Bacilli o__Bacillales f__Bacillaceae g__Bacillus s__lentus
0 0 0 0 0 0 0 0 0 0 0 0 0 0 63 seq459 X__./2018-03-09/otu_table.biom_seq459 X__./2018-03-09/otu_table.biom_seq459 X__./2018-03-09/otu_table.biom_seq459 X__./2018-03-09/otu_table.biom_seq459 X__./2018-03-09/otu_table.biom_seq459 X__./2018-03-09/otu_table.biom_seq459
0 0 0 0 0 0 0 0 0 0 0 0 0 0 63 seq460 X__./2018-03-09/otu_table.biom_seq460 X__./2018-03-09/otu_table.biom_seq460 X__./2018-03-09/otu_table.biom_seq460 X__./2018-03-09/otu_table.biom_seq460 X__./2018-03-09/otu_table.biom_seq460 X__./2018-03-09/otu_table.biom_seq460
0 0 0 0 0 0 0 0 0 0 0 0 0 0 63 k__Bacteria p__Actinobacteria c__Actinobacteria o__Micrococcales f__Intrasporangiaceae g__Knoellia-Terracoccus s__aerolata-luteus-subterranea
0 0 0 0 0 0 0 0 0 0 0 0 0 0 63 seq462 X__./2018-03-09/otu_table.biom_seq462 X__./2018-03-09/otu_table.biom_seq462 X__./2018-03-09/otu_table.biom_seq462 X__./2018-03-09/otu_table.biom_seq462 X__./2018-03-09/otu_table.biom_seq462 X__./2018-03-09/otu_table.biom_seq462
0 0 0 0 0 0 0 0 0 0 0 0 0 0 63 seq463 X__./2018-03-09/otu_table.biom_seq463 X__./2018-03-09/otu_table.biom_seq463 X__./2018-03-09/otu_table.biom_seq463 X__./2018-03-09/otu_table.biom_seq463 X__./2018-03-09/otu_table.biom_seq463 X__./2018-03-09/otu_table.biom_seq463
0 0 0 0 0 0 0 0 0 0 0 0 0 0 62 seq464 X__./2018-03-09/otu_table.biom_seq464 X__./2018-03-09/otu_table.biom_seq464 X__./2018-03-09/otu_table.biom_seq464 X__./2018-03-09/otu_table.biom_seq464 X__./2018-03-09/otu_table.biom_seq464 X__./2018-03-09/otu_table.biom_seq464
0 0 0 0 0 0 0 0 0 0 0 0 0 0 62 seq465 X__./2018-03-09/otu_table.biom_seq465 X__./2018-03-09/otu_table.biom_seq465 X__./2018-03-09/otu_table.biom_seq465 X__./2018-03-09/otu_table.biom_seq465 X__./2018-03-09/otu_table.biom_seq465 X__./2018-03-09/otu_table.biom_seq465
0 0 0 0 0 0 0 0 0 0 0 0 0 0 62 k__Bacteria p__Proteobacteria c__Alphaproteobacteria o__Rhizobiales f__Xanthobacteraceae g__Labrys s__wisconsinensis
0 0 0 0 0 0 0 0 0 0 0 0 0 0 62 seq467 X__./2018-03-09/otu_table.biom_seq467 X__./2018-03-09/otu_table.biom_seq467 X__./2018-03-09/otu_table.biom_seq467 X__./2018-03-09/otu_table.biom_seq467 X__./2018-03-09/otu_table.biom_seq467 X__./2018-03-09/otu_table.biom_seq467
0 0 0 0 0 0 0 0 0 0 0 0 0 0 62 seq468 X__./2018-03-09/otu_table.biom_seq468 X__./2018-03-09/otu_table.biom_seq468 X__./2018-03-09/otu_table.biom_seq468 X__./2018-03-09/otu_table.biom_seq468 X__./2018-03-09/otu_table.biom_seq468 X__./2018-03-09/otu_table.biom_seq468
0 0 0 0 0 0 0 0 0 0 0 0 0 0 61 seq469 X__./2018-03-09/otu_table.biom_seq469 X__./2018-03-09/otu_table.biom_seq469 X__./2018-03-09/otu_table.biom_seq469 X__./2018-03-09/otu_table.biom_seq469 X__./2018-03-09/otu_table.biom_seq469 X__./2018-03-09/otu_table.biom_seq469
0 0 0 0 0 0 0 0 0 0 0 0 0 0 61 seq470 X__./2018-03-09/otu_table.biom_seq470 X__./2018-03-09/otu_table.biom_seq470 X__./2018-03-09/otu_table.biom_seq470 X__./2018-03-09/otu_table.biom_seq470 X__./2018-03-09/otu_table.biom_seq470 X__./2018-03-09/otu_table.biom_seq470
0 0 0 0 0 0 0 0 0 0 0 0 0 0 61 seq471 X__./2018-03-09/otu_table.biom_seq471 X__./2018-03-09/otu_table.biom_seq471 X__./2018-03-09/otu_table.biom_seq471 X__./2018-03-09/otu_table.biom_seq471 X__./2018-03-09/otu_table.biom_seq471 X__./2018-03-09/otu_table.biom_seq471
0 0 0 0 0 0 0 0 0 0 0 0 0 0 215 k__Bacteria p__Chloroflexi c__TK10 o__bacterium_Ellin6519 f__bacterium_Ellin6519 g__bacterium s__Ellin6519
0 0 0 0 0 0 0 0 0 0 0 0 0 0 61 seq473 X__./2018-03-09/otu_table.biom_seq473 X__./2018-03-09/otu_table.biom_seq473 X__./2018-03-09/otu_table.biom_seq473 X__./2018-03-09/otu_table.biom_seq473 X__./2018-03-09/otu_table.biom_seq473 X__./2018-03-09/otu_table.biom_seq473
0 0 0 0 0 0 0 0 0 0 0 0 0 0 60 k__Bacteria p__Firmicutes c__Bacilli o__Bacillales f__Bacillaceae g__Bacillus s__muralis-simplex-thuringiensis
0 0 0 0 0 0 0 0 0 0 0 0 0 0 60 seq475 X__./2018-03-09/otu_table.biom_seq475 X__./2018-03-09/otu_table.biom_seq475 X__./2018-03-09/otu_table.biom_seq475 X__./2018-03-09/otu_table.biom_seq475 X__./2018-03-09/otu_table.biom_seq475 X__./2018-03-09/otu_table.biom_seq475
0 0 0 0 0 0 0 0 0 0 0 0 0 0 60 seq476 X__./2018-03-09/otu_table.biom_seq476 X__./2018-03-09/otu_table.biom_seq476 X__./2018-03-09/otu_table.biom_seq476 X__./2018-03-09/otu_table.biom_seq476 X__./2018-03-09/otu_table.biom_seq476 X__./2018-03-09/otu_table.biom_seq476
0 0 0 0 0 0 0 0 0 0 0 0 0 0 60 seq477 X__./2018-03-09/otu_table.biom_seq477 X__./2018-03-09/otu_table.biom_seq477 X__./2018-03-09/otu_table.biom_seq477 X__./2018-03-09/otu_table.biom_seq477 X__./2018-03-09/otu_table.biom_seq477 X__./2018-03-09/otu_table.biom_seq477
0 0 0 0 0 0 0 0 0 0 0 0 0 0 60 seq478 X__./2018-03-09/otu_table.biom_seq478 X__./2018-03-09/otu_table.biom_seq478 X__./2018-03-09/otu_table.biom_seq478 X__./2018-03-09/otu_table.biom_seq478 X__./2018-03-09/otu_table.biom_seq478 X__./2018-03-09/otu_table.biom_seq478
0 0 0 0 0 0 0 0 0 0 0 0 0 0 60 seq479 X__./2018-03-09/otu_table.biom_seq479 X__./2018-03-09/otu_table.biom_seq479 X__./2018-03-09/otu_table.biom_seq479 X__./2018-03-09/otu_table.biom_seq479 X__./2018-03-09/otu_table.biom_seq479 X__./2018-03-09/otu_table.biom_seq479
0 0 0 0 0 0 0 0 0 0 0 0 0 0 60 seq480 X__./2018-03-09/otu_table.biom_seq480 X__./2018-03-09/otu_table.biom_seq480 X__./2018-03-09/otu_table.biom_seq480 X__./2018-03-09/otu_table.biom_seq480 X__./2018-03-09/otu_table.biom_seq480 X__./2018-03-09/otu_table.biom_seq480
0 0 0 0 0 0 0 0 0 0 0 0 0 0 60 seq481 X__./2018-03-09/otu_table.biom_seq481 X__./2018-03-09/otu_table.biom_seq481 X__./2018-03-09/otu_table.biom_seq481 X__./2018-03-09/otu_table.biom_seq481 X__./2018-03-09/otu_table.biom_seq481 X__./2018-03-09/otu_table.biom_seq481
0 0 0 0 0 0 0 0 0 0 0 0 0 0 84 k__Bacteria p__Proteobacteria c__Alphaproteobacteria o__Caulobacterales f__Caulobacteraceae g__Phenylobacterium s__koreense
0 0 0 0 0 0 0 0 0 0 0 0 0 0 60 seq483 X__./2018-03-09/otu_table.biom_seq483 X__./2018-03-09/otu_table.biom_seq483 X__./2018-03-09/otu_table.biom_seq483 X__./2018-03-09/otu_table.biom_seq483 X__./2018-03-09/otu_table.biom_seq483 X__./2018-03-09/otu_table.biom_seq483
0 0 0 0 0 0 0 0 0 0 0 0 0 0 59 seq484 X__./2018-03-09/otu_table.biom_seq484 X__./2018-03-09/otu_table.biom_seq484 X__./2018-03-09/otu_table.biom_seq484 X__./2018-03-09/otu_table.biom_seq484 X__./2018-03-09/otu_table.biom_seq484 X__./2018-03-09/otu_table.biom_seq484
0 0 0 0 0 0 0 0 0 0 0 0 0 0 59 seq485 X__./2018-03-09/otu_table.biom_seq485 X__./2018-03-09/otu_table.biom_seq485 X__./2018-03-09/otu_table.biom_seq485 X__./2018-03-09/otu_table.biom_seq485 X__./2018-03-09/otu_table.biom_seq485 X__./2018-03-09/otu_table.biom_seq485
0 0 0 0 0 0 0 0 0 0 0 0 0 0 59 seq486 X__./2018-03-09/otu_table.biom_seq486 X__./2018-03-09/otu_table.biom_seq486 X__./2018-03-09/otu_table.biom_seq486 X__./2018-03-09/otu_table.biom_seq486 X__./2018-03-09/otu_table.biom_seq486 X__./2018-03-09/otu_table.biom_seq486
0 0 0 0 0 0 0 0 0 0 0 0 0 0 59 seq487 X__./2018-03-09/otu_table.biom_seq487 X__./2018-03-09/otu_table.biom_seq487 X__./2018-03-09/otu_table.biom_seq487 X__./2018-03-09/otu_table.biom_seq487 X__./2018-03-09/otu_table.biom_seq487 X__./2018-03-09/otu_table.biom_seq487
0 0 0 0 0 0 0 0 0 0 0 0 0 0 59 seq488 X__./2018-03-09/otu_table.biom_seq488 X__./2018-03-09/otu_table.biom_seq488 X__./2018-03-09/otu_table.biom_seq488 X__./2018-03-09/otu_table.biom_seq488 X__./2018-03-09/otu_table.biom_seq488 X__./2018-03-09/otu_table.biom_seq488
0 0 0 0 0 0 0 0 0 0 0 0 0 0 59 seq489 X__./2018-03-09/otu_table.biom_seq489 X__./2018-03-09/otu_table.biom_seq489 X__./2018-03-09/otu_table.biom_seq489 X__./2018-03-09/otu_table.biom_seq489 X__./2018-03-09/otu_table.biom_seq489 X__./2018-03-09/otu_table.biom_seq489
0 0 0 0 0 0 0 0 0 0 0 0 0 0 59 seq490 X__./2018-03-09/otu_table.biom_seq490 X__./2018-03-09/otu_table.biom_seq490 X__./2018-03-09/otu_table.biom_seq490 X__./2018-03-09/otu_table.biom_seq490 X__./2018-03-09/otu_table.biom_seq490 X__./2018-03-09/otu_table.biom_seq490
